"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","genero","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
308504,"Last Knights",False,0,"en",26.0,"2015-04-03","When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe.",3643591.0,115.0,"Action","Clive Owen","Morgan Freeman","Aksel Hennie","Shohreh Aghdashloo","James Babson","Kazuaki Kiriya","","",""
239563,"St. Vincent",False,13000000,"en",24.0,"2014-10-09","A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",54837234.0,102.0,"Comedy","Bill Murray","Melissa McCarthy","Naomi Watts","Jaeden Lieberher","Chris O'Dowd","Theodore Melfi","Theodore Melfi","",""
173793,"White Tiger",False,0,"en",1.0,"1996-04-03","When D.E.A. agent Mike Ryan undertakes the huge task of avenging the brutal murder of the partner John Grogan, he find he must fight both sides; the murderer and his double crossing police buddies. Now with the unexpected help of the lovely Jade, he must confront the new generation Chinese underworld want-to-be kingpin and fight like and out-of-place ""White Tiger""",0.0,93.0,"Action","Gary Daniels","Kelly Benson","Cary-Hiroyuki Tagawa","Frank Cassini","Matt Craven","Richard Martin","","",""
200383,"North Star",False,0,"en",5.0,"1996-01-03","Set during the Alaskan gold rush of the late 1800's. In his efforts to gain control of a small mining town, Sean McLennon is buying up every mining claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's 'assistants'. One of the miners targeted by McLennon, a half-Indian hunter named Hudson Saanteek, manages to escape his hired thugs and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantange of numbers and weapons, but Saanteek has his survival skills and knowledge of the Alaskan wilderness.",0.0,90.0,"Action","James Caan","Christopher Lambert","Catherine McCormack","Burt Young","","Nils Gaup","","",""
43314,"A Lawless Street",False,0,"en",1.0,"1955-11-15","A Marshal must face unpleasant facts about his past when he attempts to run a criminal gang out of town.",0.0,78.0,"Action","Randolph Scott","Angela Lansbury","Warner Anderson","Jean Parker","Wallace Ford","Joseph H. Lewis","Kenneth Gamet","",""
66209,"Perils of the Sentimental Swordsman",False,0,"en",0.0,"1982-05-13","Chu Liu-hsiang, the charming, capable, and, yes, sentimental, swordsman is back in action for this extremely well-named third in the hit box-office series. The titanic team of director Chu Yuan and novelist Ku Lung wisely choose to give their hero a whole new, non-stop, cliffhanger-fraught adventure featuring a mystery swordsman, a sensual swordswoman, an imperial assassin, a Ghost Mansion, the Bat Island, a booby-trapped tunnel, double crosses, and secret missions. And there are no fewer than three martial arts choreographers on hand to guide the amazing mayhem.",0.0,87.0,"Action","Ti Lung","Dang Wai-Ho","Ku Kuan-Chung","Lo Lieh","Choh Seung-Wan","Chor Yuen","","",""
25833,"Eating Out: All You Can Eat",False,0,"en",4.0,"2009-10-09","Tiffani and her friend Casey try to lure the gorgeous Zack with a phony online profile using the image of Tiffani's buff ex, Ryan... which works fine until the real Ryan shows up. Only through some fancy footwork, advice from his Aunt Helen and mentor Harry, and a daring sexual escapade can Casey figure out how to set things right and perhaps even find the love he's been seeking.",0.0,80.0,"Comedy","Rebekah Kochan","Daniel Skelton","Chris Salvatore","Michael E.R. Walker","Julia Cho","Glenn Gaylord","","",""
148380,"Curry and Pepper",False,0,"cn",2.0,"1990-05-23","Two cops--both best friends and partners--both become the subject of a beautiful news reporter's documentary. The two soon find themselves competing for screen time as well as the love of the reporter while after a murderous arms dealer.",0.0,101.0,"Comedy","Jacky Cheung","Stephen Chow","Ann Bridgewater","Blacky Ko Sau-Leung","Eric Tsang","Blacky Ko Sau-Leung","","",""
415542,"Jeff Ross Roasts Cops",False,0,"en",0.0,"2016-09-10","Roastmaster General Jeff Ross talks to Black Lives Matter activists, goes on an eye-opening police ride-along, and roasts members of the Boston Police Department.",0.0,50.0,"Comedy","Jeffrey Ross","","","","","","","",""
268350,"Romance on the Run",False,0,"en",1.0,"1938-05-11","A (rather shady?) private detective specializing in recovering highly insured items gets involved in recovering a stolen necklace. In the process also gets involved with a secretary at the insurance company.",0.0,0.0,"Comedy","Donald Woods","Patricia Ellis","Grace Bradley","Edward Brophy","William Demarest","Gus Meins","Jack Townley","",""
79506,"Getting Away with It the Italian Way",False,0,"it",0.0,"1962-05-04","Orazio Menicotti is a night policeman in Rome. One night he is present at a quarrel between husband and wife and he volunteers to take the wife to the Police Station. While he goes around Rome with the blonde and beautiful woman, a bank is robbed. Orazio believes the local gangster is guilty and he rushes to Occhio di Bue's home. When he finds out a different truth, Orazio, Occhio di Bue and his friends will try to get back the loot to put it back before the robbery is disclosed.",0.0,100.0,"Comedy","Mario Carotenuto","Marisa Merlini","Andrea Checchi","Gina Rovere","Gino Bramieri","Lucio Fulci","","",""
54503,"The Mystery of Chess Boxing",False,0,"en",0.0,"1979-01-01","Lee Yi Min stars as an eager young kung fu student who seeks to improve his fighting skills with an aim to avenge his fathers murder at the hands of the Ghost Face Killer an overwhelming force of destruction and master of the death dealing Five Element Fist. Lee eagerness to study attracts the attention of the master of Chess Boxing Jack Long who is the Ghost Face Killers arch enemy. Together master and student devise a wicked cross fertilization of the Chess Boxing and Five Element Fist styles and set out to put an end to the Ghost Faces deadly reign.",0.0,87.0,"Action","Li Yi-Min","Jack Lung","Mark Lung","Yuen Siu-Tin","Wong Chi-Sang","Joseph Kuo","","",""
116333,"Bravo Two Zero",False,0,"en",10.0,"1999-10-07","When an elite eight-man British SAS team is dropped behind enemy lines, their mission is clear: take out Saddam Hussein's SCUD missile systems. But when communications are cut and the team finds themselves surrounded by Saddam's army, their only hope is to risk capture and torture in a desperate 185-kilometer run to the Syrian border.  Based on the true story of a British Special Forces unit behind enemy lines during the Gulf War, Bravo Two Zero explores the tragedies and triumphs of men taken to the edge of survival in the Persian Gulf War.",0.0,115.0,"Action","Sean Bean","Steve Nicholson","Rick Warden","Robert Hobbs","Richard Graham","Tom Clegg","Troy Kennedy Martin","",""
314352,"Honeymoon",False,0,"de",1.0,"1996-04-11","German Comedy",0.0,92.0,"Comedy","Veronica Ferres","Anica Dobra","Julia Stemberger","Kai Wiesinger","Gabriel Barylli","Gabriel Barylli","","",""
14683,"The Nine Lives of Fritz the Cat",False,0,"en",2.0,"1974-09-18","Fritz, now married and with a son, is desperate to escape from the domestic hell he now finds himself in. Lighting up a joint, he begins to dream about his eight other lives, hoping to find one that will provide a pleasant distraction.",0.0,77.0,"Comedy","Skip Hinnant","Reva Rose","Bob Holt","Robert Ridgely","","Robert Taylor","","",""
1880,"Red Dawn",False,4200000,"en",15.0,"1984-08-10","It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",38376497.0,114.0,"Action","Patrick Swayze","C. Thomas Howell","Lea Thompson","Darren Dalton","Charlie Sheen","John Milius","John Milius","Kevin Reynolds",""
63481,"Calmos",False,0,"fr",1.0,"1976-02-11","Two men, fortyish, worn out by their wives, abandon everything to go and live in the back of beyond. There they meet a truculent priest, a boozer, Émile who recalls them to life's simple pleasures. Calm is what they want. But soon their example inspires thousands of disorientated males, fleeing the feminist 1970s. Soon, too, there arrives a squadron of nymphomaniac Amazons.",0.0,81.0,"Comedy","Jean-Pierre Marielle","Jean Rochefort","Brigitte Fossey","Bernard Blier","Claude Piéplu","Bertrand Blier","Bertrand Blier","Philippe Dumarçay",""
120172,"Another World",False,1000000,"he",4.0,"2014-09-14","The movie is a post-apocalyptic horror/science fiction film. the setting is in a near post apocalyptic future where a biological warfare program goes wrong, and turns most of humanity to mindless, murderous creatures.",0.0,100.0,"Action","Zach Cohen","Susanne Gschwendtner","Davina Kevelson","David Lavenski","Carl McCrystal","Eitan Reuven","","",""
31648,"12 Chairs",False,0,"ru",5.0,"1971-06-21","A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.",0.0,161.0,"Comedy","Archil Gomiashvili","Sergei Filippov","Mikhail Pugovkin","Nina Grebeshkova","Yuriy Nikulin","Leonid Gayday","","",""
530,"A Grand Day Out",False,0,"en",13.0,"1990-05-18","Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",0.0,23.0,"Comedy","Peter Sallis","","","","","Nick Park","Nick Park","",""
258893,"Scooby-Doo! WrestleMania Mystery",False,0,"en",13.0,"2014-03-25","The mystery begins when Shaggy and Scooby win tickets to ""WrestleMania"" and convince the crew to go with them to WWE City. But this city harbors a spooky secret - a ghastly Ghost Bear holds the town in his terrifying grip! To protect the coveted WWE Championship Title, the gang gets help from WWE Superstars like John Cena, Triple H, Sin Cara, Brodus Clay, AJ Lee, The Miz and Kane. Watch Scooby and the gang grapple with solving this case before it's too late.",0.0,84.0,"Comedy","Matthew Lillard","Grey Griffin","Frank Welker","Mindy Cohn","Mary McCormack","Brandon Vietti","","",""
94583,"The Gay Bed and Breakfast of Terror",False,0,"en",0.0,"2007-07-13","Helen and Luella are just another typical God-fearing mother and daughter who happen to bake Mincemeat muffins and run a charming if not a bit faded Bed and Breakfast Inn. Or are they? On the eve of the biggest gay party weekend of the year, and having not made advance reservations, five 'couples' find themselves having to make accommodations far from the city. There's Dom and Alex, the 'performers' and Deborah and Gabby, the sophisticated, entrepreneurial 'lipsticks'. There's also Mike and Eric, the upscale 'yuppie' power couple and their annoying 'fag-hag' friend, Lizette. Also checking in are Starr and Brenda, the struggling folk singer and tough-talking tomboy and lastly Rodney and Todd, the sugar daddy and 'personal trainer'. What should have been the biggest gay party weekend of the year quickly turns into every gay and lesbian's worst nightmare!",0.0,110.0,"Comedy","","","","","","Jaymes Thompson","","",""
1620,"Hitman",False,24000000,"en",25.0,"2007-11-21","The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",99965753.0,89.0,"Action","Timothy Olyphant","Dougray Scott","Olga Kurylenko","Robert Knepper","Ulrich Thomsen","Xavier Gens","Skip Woods","",""
10804,"King Ralph",False,0,"en",9.0,"1991-02-15","As the only relative to take over the Royal throne, a down on his luck American slob must learn the ways of the English.",0.0,97.0,"Comedy","John Goodman","Peter O'Toole","John Hurt","Camille Coduri","Richard Griffiths","David S. Ward","David S. Ward","",""
71186,"The Rifleman of the Voroshilov Regiment",False,0,"ru",3.0,"1999-04-19","A very typical post-Soviet era storyline. A bunch of vagabonds lured an innocent teenage girl to their apartment, offered her a drink, intimidated, then gang raped her. Local cops are incapable to undertake an adequate actions against the scoundrels - prevented by the superior chief of the local police, who is the dad of one of the scumbags. The case is closed. The girl's granddad tired of an endless circumlocution decides to take revenge in his own hands.",0.0,95.0,"Action","Mikhail Ulyanov","Anna Sinyakina","Aleksandr Porokhovshchikov","Vladislav Galkin","Irina Rozanova","Stanislav Govorukhin","","",""
4954,"Drop Zone",False,45000000,"en",17.0,"1994-12-08","A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.",0.0,101.0,"Action","Wesley Snipes","Gary Busey","Yancy Butler","Michael Jeter","Corin Nemec","John Badham","Peter Barsocchini","John Bishop",""
309739,"8 New Dates",False,0,"ru",2.0,"2015-01-01","Vera and Nikita have been married for 3 years. In the midst of another joyful quarrel they exchange views on what should be a ""normal man"" and ""a good wife."" And the next morning ... everyone wakes up with a ""perfect half."" Nikita has a blonde wife blonde, which is a good cook; Vera has a caring husband, a businessman, he buys her favorite breakfast croissants. With whom is life better? Be careful with your dreams - sometimes they come true!",0.0,86.0,"Comedy","Vladimir Zelenskiy","Oksana Akinshina","Mikhail Galustyan","Anastasiya Zadorozhnaya","Polina Maksimova","Marius Balchunas","","",""
27300,"Hair High",False,0,"en",5.0,"2004-04-17","Bill Plympton's gothic '50s high-school comedy about a love-triangle that goes terribly wrong. Two murdered teens return from the grave, then go to their prom to get revenge.",0.0,78.0,"Comedy","Eric Gilliland","Sarah Silverman","Dermot Mulroney","Beverly D'Angelo","David Carradine","Bill Plympton","Bill Plympton","",""
83617,"Fluke",False,0,"hu",0.0,"2008-10-23","In the tradition of ""My Sweet Little Village"" and ""Waking Ned Devine"" FLUKE is a satire about a small village full of colorful characters, whose lives radically change due to a miracle. Or a simple crime.",0.0,0.0,"Comedy","Andor Lukáts","Vica Kerekes","Lorànt Deutsch","Lili Monori","István Gyuricza","Tamás Keményffy","","",""
76492,"Hotel Transylvania",False,85000000,"en",29.0,"2012-09-20","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",358375603.0,91.0,"Comedy","Adam Sandler","Steve Buscemi","David Spade","Kevin James","Selena Gomez","Genndy Tartakovsky","","",""
242546,"Bayonetta: Bloody Fate",False,0,"ja",6.0,"2013-11-23","Bayonetta: Bloody Fate follows the story of the witch Bayonetta, as she defeats the blood-thirsty Angels and tries to remember her past from before the time she awoke, 20 years ago. Along her side are a mysterious little girl who keeps calling her ""Mummy"", a journalist that holds a personal grudge against Bayonetta and a unknown white-haired woman who seems to know more than she is willing to reveal about Bayonetta's time before her sleep.",0.0,90.0,"Action","Atsuko Tanaka","Mie Sonozaki","Wataru Takagi","Tesshou Genda","Daisuke Namikawa","Fuminori Kizaki","","",""
11962,"Joe's Apartment",False,13000000,"en",17.0,"1996-07-26","A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",4619014.0,78.0,"Comedy","Jerry O'Connell","Megan Ward","Billy West","Reginald Hudlin","Willi One Blood","John Payson","John Payson","",""
139038,"A Haunted House",False,2500000,"en",11.0,"2013-01-11","A spoof of all the ""found-footage/documentary style"" films released in recent years.",60141683.0,86.0,"Comedy","Marlon Wayans","Essence Atkins","Nick Swardson","Cedric the Entertainer","David Koechner","Michael Tiddes","","",""
141138,"The Kung Fu Instructor",False,0,"en",0.0,"1979-06-16","Two rival clans have unsuccessfully tried to hire the master of the good clan to teach his clan. Not willing to take no for an answer, they frame the master for a dirty deed that he didn't commit, which forces him to kill a man in battle. The townspeople attempt to kill him and he is forced to flee to the evil clan.",0.0,100.0,"Action","Ti Lung","Wong Yu","Ku Feng","Johnny Wang Lung-Wei","","Sun Chung","","",""
21410,"Zatôichi's Vengeance",False,0,"ja",2.0,"1966-05-03","Zatoichi comes upon a dying man who asks him to give a bag of money to ""Taichi"". Zatoichi has no idea who this is but when he comes upon a small town harassed by gangsters, he finds that ""Taichi"" was the man's young son. Along his travels he also met a blind monk who makes Zatoichi question his murderous lifestyle. In trying to help the town, Zatoichi kills some gangsters and becomes a hero to the boy. He must make a choice of whether to use non-violence and set a good example, or violence and set the boy on the wrong path in life.",0.0,83.0,"Action","Shintarô Katsu","Shigeru Amachi","Jun Hamamura","Gen Kimura","Kanae Kobayashi","Tokuzô Tanaka","","",""
35703,"Holiday in the Sun",False,0,"en",5.0,"2001-11-10","Sisters Alex and Madison are whisked away to the Bahamas for winter break but soon find themselves crossing paths with a man smuggling stolen artifacts.",0.0,87.0,"Comedy","Mary-Kate Olsen","Ashley Olsen","Austin Nichols","Megan Fox","Ben Easter","Steve Purcell","","",""
50374,"Black Sunday",False,0,"en",7.0,"1977-03-11","An Israeli anti-terrorist agent must stop a disgruntled Vietnam vet cooperating in a plot to commit a terrorist plot at the Super Bowl.",0.0,143.0,"Action","Robert Shaw","Bruce Dern","Marthe Keller","Fritz Weaver","Steven Keats","John Frankenheimer","Ernest Lehman","Ivan Moffat",""
415214,"Operation Mekong",False,0,"zh",65.0,"2016-09-30","Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.",173000000.0,140.0,"Action","Zhang Hanyu","Eddie Peng","Feng Wenjuan","Ganesh Acharya","Chen Baoguo","Dante Lam","","",""
9355,"Mad Max Beyond Thunderdome",False,12305523,"en",23.0,"1985-06-29","Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",36230219.0,107.0,"Action","Mel Gibson","Tina Turner","Bruce Spence","Helen Buday","Angelo Rossitto","George Miller","Terry Hayes","George Miller",""
188066,"Kiki",False,0,"en",0.0,"1926-04-04","Kiki, a poor young woman who sells newspapers on the street corners of Paris, is able to land a job singing and dancing at a nearby theater. While she is there, she invites herself into the life of the revue's manager, with whom she has fallen in love.",0.0,108.0,"Comedy","Norma Talmadge","Ronald Colman","Gertrude Astor","Marc McDermott","George K. Arthur","Clarence Brown","","",""
834,"Underworld: Evolution",False,50000000,"en",22.0,"2006-01-12","As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",111340801.0,106.0,"Action","Kate Beckinsale","Scott Speedman","Tony Curran","Shane Brolly","Derek Jacobi","Len Wiseman","Danny McBride","",""
105001,"Iceman",False,0,"cn",9.0,"2014-04-17","In the Ming Dynasty, there lives four orphans, Ying, Sao, Yuanlong and Niehu. Raised in Taoyuan Village, the four are as closed as brothers. Their exceptional martial arts skills allows them to reach the highest rank within the imperial guards. After the four successfully killed the Japanese troop leader, the Emperor orders Ying to escort the Golden Wheel of Time from Sindu (now India) back to the capital, which is said to have the power of time travel and foresee into the future.  Now in 2013, Squire Tang, funded by a mysterious financer, digs up three ancient icemen from the outskirt of China; they are Ying, Sao and Niehu. As he is transferring the icemen to Hong Kong for further studies, the vehicle involves in a traffic accident which, unexpectedly, defrosts Ying...",0.0,103.0,"Comedy","Donnie Yen","Wang Baoqiang","Huang Sheng-Yi","Simon Yam","Yu Kang","Law Wing-cheong","","",""
38980,"The Wild Life",False,0,"en",12.0,"1984-09-28","Eighties teen romp involving Bill and his new apartment, Jim and his rebellious antics, Tom and his crazy self, and Anita with her older man David.",9500000.0,96.0,"Comedy","Chris Penn","Ilan Mitchell-Smith","Eric Stoltz","Jenny Wright","Lea Thompson","Art Linson","","",""
41749,"Hello Down There",False,0,"en",0.0,"1969-01-01","Given the chance to live in a simulated underwater home for a month, a scientist convinces his family to take advantage of the offer. Once the family agrees to move in, underwater mayhem occurs!",0.0,88.0,"Comedy","Tony Randall","Janet Leigh","Ken Berry","Roddy McDowall","Charlotte Rae","Jack Arnold","","",""
108220,"Star Spangled Rhythm",False,0,"en",0.0,"1942-03-05","Pop, a security guard at Paramount has told his son that he's the head of the studio. When his son arrives in Hollywood on shore leave with his buddies, Pop enlists the aid of the studio's dizzy switchboard operator in pulling off the charade. Things get more complicated when Pop agrees to put together a show for the Navy starring Paramount's top contract players.",0.0,99.0,"Comedy","Bing Crosby","Bob Hope","Fred MacMurray","Franchot Tone","Ray Milland","George Marshall","Melvin Frank","George S. Kaufman",""
86828,"Absolutely Anything",False,0,"en",27.0,"2015-06-26","Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.",7200039.0,85.0,"Comedy","Simon Pegg","Kate Beckinsale","Rob Riggle","Sanjeev Bhaskar","Joanna Lumley","Terry Jones","Gavin Scott","",""
24746,"Six-String Samurai",False,2000000,"en",5.0,"1998-09-18","In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",124494.0,91.0,"Action","Jeffrey Falcon","Justin McGuire","Kim De Angelo","Stephane Gauger","Clifford Hugo","Lance Mungia","","",""
37926,"Abraxas, Guardian of the Universe",False,0,"en",1.0,"1990-12-18","An alien policeman comes to Earth to hunt down a renegade of his own race.",0.0,90.0,"Action","Jesse Ventura","Sven-Ole Thorsen","Damian Lee","Jerry Levitan","Marjorie Bransfield","Damian Lee","","",""
329263,"Fuck You Goethe 2",False,0,"de",16.0,"2015-09-10","Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand.",83027924.0,115.0,"Comedy","Elyas M’Barek","Karoline Herfurth","Max von der Groeben","Jella Haase","Gizem Emre","Bora Dağtekin","","",""
13861,"Road to Singapore",False,0,"en",2.0,"1940-03-22","Bing Crosby an Bob Hope star in the first of the 'Road to' movies as two playboys trying to forget previous romances in Singapore - until they meet Dorothy Lamour...",0.0,85.0,"Comedy","Bing Crosby","Dorothy Lamour","Bob Hope","Charles Coburn","Judith Barrett","Victor Schertzinger","Frank Butler","Don Hartman",""
38914,"Here Comes Mr. Jordan",False,0,"en",2.0,"1941-08-07","Boxer Joe Pendleton, flying to his next fight, crashes...because a Heavenly Messenger, new on the job, snatched Joe's spirit prematurely from his body. Before the matter can be rectified, Joe's body is cremated; so the celestial Mr. Jordan grants him the use of the body of wealthy Bruce Farnsworth, who's just been murdered by his wife. Joe tries to remake Farnsworth's unworthy life in his own clean-cut image, but then falls in love; and what about that murderous wife?",0.0,94.0,"Comedy","Robert Montgomery","Evelyn Keyes","Claude Rains","Rita Johnson","Edward Everett Horton","Alexander Hall","Sidney Buchman","Seton I. Miller",""
79051,"Ninette",False,0,"es",0.0,"2005-08-12","Ninette Sanchez, daughter of Spanish immigrants in France, is a smart, sexy, funny and spontaneous Parisian girl who works at the Galeries Lafayette. With her natural manners and beauty has won the heart of Andres, a man from the provinces who cannot resist his charms.",0.0,118.0,"Comedy","Carlos Hipólito","Elsa Pataky","Enrique Villén","Beatriz Carvajal","Fernando Delgado","José Luis Garci","","",""
55687,"Adrenalin: Fear the Rush",False,0,"en",1.0,"1996-11-29","In a not-too-distant future, a lethal virus sweeps across Europe, prompting the creation of quarantine refugee camps in the United States. Police officers Delon (Natasha Henstridge) and Lemieux (Christopher Lambert) learn of a grisly murder in the Boston camp and team up to investigate. Suspecting the ruthless killer is infected with the virus, the pair have just hours to stop him before he becomes contagious and infects the entire population.",0.0,77.0,"Action","Christopher Lambert","Natasha Henstridge","Norbert Weisser","Elizabeth Barondes","Xavier Declie","Albert Pyun","","",""
20719,"Day of the Wacko",False,0,"pl",4.0,"2002-07-07","It is a bitter story about a middle-aged man, who hates his life and other people, including himself. Adam Miauczynski, the character known from director Marek Koterski's previous films, is a 44 year-old teacher, who reads poetry during school lessons and later goes home swearing and calling his neighbours' names. The worst pain for him is the next 5 minutes of living. He doesn't accept himself and even everyday contacts with others cause his aggression. Though constantly dreaming of a romantic love, he is not bold enough to make his dreams come true. The desperate Miauczynski personalizes our own fears and obsessions, which have become so visible recently.",0.0,93.0,"Comedy","Marek Kondrat","Andrzej Grabowski","Michal Koterski","Piotr Machalica","Zbigniew Buczkowski","Marek Koterski","","",""
40485,"Hot Rods To Hell",False,0,"en",1.0,"1967-01-27","While on a business trip, Tom Phillips is in a car accident caused by a reckless driver.  Tom survives the accident with a severe chronic back injury which results in him not being able to continue with his current business. The Phillips' buy a motel in the California desert and Tom with his wife Peg and their two children, Tina and  Jamie make the long road trip to their new home. As they approach their destination they are terrorized by reckless teenage hot-rodders looking for kicks.",0.0,100.0,"Action","Dana Andrews","Jeanne Crain","Mimsy Farmer","Laurie Mock","Harry Hickox","John Brahm","Robert E. Kent","",""
299715,"All About Them",False,0,"fr",14.0,"2015-03-25","Charlotte is cheating on Micha with Mélodie. Not suspecting a thing, yet feeling neglected, Micha in turn cheats on Charlotte.  But also with Mélodie. For Mélodie, things are topsy-turvy. She lies to both of them. She is privy to each of their lies. And is in love with both of them at the same time.",0.0,86.0,"Comedy","Anaïs Demoustier","Félix Moati","Sophie Verbeeck","Patrick d'Assumçao","","Jérôme Bonnell","Jérôme Bonnell","Maël Piriou",""
173634,"Rockin' In The Rockies",False,0,"en",2.0,"1945-04-17","A group of entertainers decide to put on a show at a western ranch.",0.0,63.0,"Comedy","Moe Howard","Larry Fine","Curly Howard","Mary Beth Hughes","The Hoosier Hotshots","Vernon Keays","John Grey","J. Benton Cheney",""
209112,"Batman v Superman: Dawn of Justice",False,250000000,"en",57.0,"2016-03-23","Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",873260194.0,151.0,"Action","Ben Affleck","Henry Cavill","Gal Gadot","Amy Adams","Jesse Eisenberg","Zack Snyder","David S. Goyer","Chris Terrio",""
13496,"American Outlaws",False,35000000,"en",19.0,"2001-08-17","When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.",13678913.0,94.0,"Action","Colin Farrell","Scott Caan","Ali Larter","Gabriel Macht","Gregory Smith","Les Mayfield","John Rogers","Roderick Taylor",""
28810,"Poppy",False,0,"en",0.0,"1936-06-17","Carny con artist and snake-oil salesman Eustace McGargle tries to stay one step ahead of the sheriff but is completely devoted to his beloved daughter Poppy.",0.0,75.0,"Comedy","W.C. Fields","Rochelle Hudson","Richard Cromwell","Catherine Doucet","Lynne Overman","A. Edward Sutherland","","",""
44781,"Electrical Girl",True,0,"cn",0.0,"2001-04-26","Electrical Girl centers around a horny young woman who has electrical genitals. When young Jan gets sexually aroused, she emits bolts of electricity from various orifices. Any unfortunate males in the vicinity of her nude form invariably end up singed and smoky, and that’s if they’re lucky. It also seems that Jan sees visions of lottery balls as she climaxes. In order to have a premonition of all six lottery balls, Jan sets out to find a lover who can really rock her world.",0.0,89.0,"Comedy","Sophie Ngan Chin-Man","","","","","Bowie Lau","","",""
5491,"Battlefield Earth",False,44000000,"en",9.0,"2000-05-10","In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",21400000.0,118.0,"Action","John Travolta","Barry Pepper","Forest Whitaker","Kim Coates","Sabine Karsenti","Roger Christian","Corey Mandell","J.D. Shapiro",""
159121,"Paulette",False,0,"fr",11.0,"2013-01-16","Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet.",29494.0,87.0,"Comedy","Bernadette Lafont","Carmen Maura","Dominique Lavanant","Françoise Bertin","André Penvern","Jérôme Enrico","Laurie Aubanel","Bianca Olsen",""
16076,"Screwed in Tallinn",False,0,"sv",2.0,"1999-04-22","Percy Nilegaard collects Swedish single men and embarks on a bus trip to Tallinn with a so-called ""highly-experienced driver"".",0.0,60.0,"Comedy","Robert Gustafsson","Jonas Inde","Johan Rheborg","","","Tomas Alfredson","Robert Gustafsson","",""
